# Four-square balance gap -- per-n companion table.
# Every n = x^2 + y^2 + z^2 + w^2 with x >= y >= z >= w >= 0 (Lagrange).
# (x,y,z,w) is the most balanced such decomposition (minimal largest part x).
# gap = x - ceil(sqrt(n/4)) = g(n); spread = x - w (context only).
#   Check any row by hand: x*x + y*y + z*z + w*w = n and gap = x - ceil(sqrt(n/4)).
# is_record = 1 where gap exceeds every smaller n (running maximum);
#   best_so_far is that running maximum; record_index counts the records 1,2,3,...
# Illustrative companion to the gap-record-location sequence; generated by
#   src/gap_table.py (engine src/foursquare.py, 'min' mode).
n,x,y,z,w,gap,best_so_far,is_record,record_index,spread
669,14,14,14,9,1,6,0,,5
670,16,14,13,7,3,6,0,,9
671,15,14,13,9,2,6,0,,6
672,16,16,12,4,3,6,0,,12
673,16,14,11,10,3,6,0,,6
674,16,15,12,7,3,6,0,,9
675,15,15,12,9,2,6,0,,6
676,13,13,13,13,0,6,0,,0
677,16,14,12,9,2,6,0,,7
678,14,13,13,12,0,6,0,,2
679,15,15,15,2,1,6,0,,13
680,14,14,12,12,0,6,0,,2
681,15,14,14,8,1,6,0,,7
682,14,14,13,11,0,6,0,,3
683,15,15,13,8,1,6,0,,7
684,15,13,13,11,1,6,0,,4
685,16,14,13,8,2,6,0,,8
686,15,14,12,11,1,6,0,,4
687,17,14,11,9,3,6,0,,8
688,14,14,14,10,0,6,0,,4
689,16,15,12,8,2,6,0,,8
690,15,14,13,10,1,6,0,,5
691,15,15,15,4,1,6,0,,11
692,15,15,11,11,1,6,0,,4
693,16,15,14,4,2,6,0,,12
694,15,15,12,10,1,6,0,,5
695,15,15,14,7,1,6,0,,8
696,16,14,12,10,2,6,0,,6
697,16,14,14,7,2,6,0,,9
698,15,14,14,9,1,6,0,,6
699,16,15,13,7,2,6,0,,9
700,15,15,13,9,1,6,0,,6
701,18,13,12,8,4,6,0,,10
702,16,14,13,9,2,6,0,,7
703,14,13,13,13,0,6,0,,1
704,20,12,12,4,6,6,0,,16
705,14,14,13,12,0,6,0,,2
706,16,15,12,9,2,6,0,,7
707,15,13,13,12,1,6,0,,3
708,16,16,14,0,2,6,0,,16
709,14,14,14,11,0,6,0,,3
710,15,15,14,8,1,6,0,,7
711,15,14,13,11,1,6,0,,4
712,16,14,14,8,2,6,0,,8
713,16,13,12,12,2,6,0,,4
714,16,15,13,8,2,6,0,,8
715,15,15,12,11,1,6,0,,4
716,17,15,11,9,3,6,0,,8
717,15,14,14,10,1,6,0,,5
718,17,14,13,8,3,6,0,,9
719,15,15,13,10,1,6,0,,5
720,16,16,12,8,2,6,0,,8
721,16,14,13,10,2,6,0,,6
722,16,15,15,4,2,6,0,,12
723,16,15,11,11,2,6,0,,5
724,15,15,15,7,1,6,0,,8
725,16,15,12,10,2,6,0,,6
726,16,15,14,7,2,6,0,,9
727,15,15,14,9,1,6,0,,6
728,18,14,12,8,4,6,0,,10
729,16,14,14,9,2,6,0,,7
730,14,14,13,13,0,6,0,,1
731,16,15,13,9,2,6,0,,7
732,14,14,14,12,0,6,0,,2
733,16,16,11,10,2,6,0,,6
734,15,14,13,12,1,6,0,,3
735,17,14,13,9,3,6,0,,8
736,20,16,8,4,6,6,0,,16
737,16,16,12,9,2,6,0,,7
738,15,14,14,11,1,6,0,,4
739,15,15,15,8,1,6,0,,7
740,15,15,13,11,1,6,0,,4
741,16,15,14,8,2,6,0,,8
742,16,14,13,11,2,6,0,,5
743,17,15,15,2,3,6,0,,15
744,16,16,14,6,2,6,0,,10
745,16,16,13,8,2,6,0,,8
746,15,15,14,10,1,6,0,,5
747,17,15,13,8,3,6,0,,9
748,16,14,14,10,2,6,0,,6
749,18,15,10,10,4,6,0,,8
750,16,15,13,10,2,6,0,,6
751,17,17,13,2,3,6,0,,15
752,18,14,14,6,4,6,0,,12
753,16,16,15,4,2,6,0,,12
754,16,16,11,11,2,6,0,,5
755,16,15,15,7,2,6,0,,9
756,15,15,15,9,1,6,0,,6
757,14,14,14,13,0,6,0,,1
758,16,15,14,9,2,6,0,,7
759,15,14,13,13,1,6,0,,2
760,18,16,12,6,4,6,0,,12
761,15,14,14,12,1,6,0,,3
762,16,16,13,9,2,6,0,,7
763,15,15,13,12,1,6,0,,3
764,17,15,13,9,3,6,0,,8
765,16,14,13,12,2,6,0,,4
766,17,16,11,10,3,6,0,,7
767,15,15,14,11,1,6,0,,4
768,16,16,16,0,2,6,0,,16
769,16,14,14,11,2,6,0,,5
770,16,15,15,8,2,6,0,,8
771,16,15,13,11,2,6,0,,5
772,16,16,14,8,2,6,0,,8
773,16,16,15,6,2,6,0,,10
774,17,15,14,8,3,6,0,,9
775,15,15,15,10,1,6,0,,5
776,18,16,14,0,4,6,0,,18
777,16,15,14,10,2,6,0,,6
778,17,16,13,8,3,6,0,,9
779,17,15,12,11,3,6,0,,6
780,17,17,11,9,3,6,0,,8
781,16,16,13,10,2,6,0,,6
782,18,15,13,8,4,6,0,,10
783,17,15,13,10,3,6,0,,7
784,14,14,14,14,0,6,0,,0
785,18,14,12,11,3,6,0,,7
786,15,14,14,13,0,6,0,,2
787,16,15,15,9,1,6,0,,7
788,15,15,13,13,0,6,0,,2
789,16,16,14,9,1,6,0,,7
790,15,15,14,12,0,6,0,,3
791,17,15,14,9,2,6,0,,8
792,16,14,14,12,1,6,0,,4
793,16,16,16,5,1,6,0,,11
794,16,15,13,12,1,6,0,,4
795,17,16,13,9,2,6,0,,8
796,15,15,15,11,0,6,0,,4
797,18,14,14,9,3,6,0,,9
798,16,15,14,11,1,6,0,,5
799,17,17,11,10,2,6,0,,7
800,16,16,12,12,1,6,0,,4
801,16,16,15,8,1,6,0,,8
802,16,16,13,11,1,6,0,,5
803,17,15,15,8,2,6,0,,9
804,16,16,16,6,1,6,0,,10
805,17,16,14,8,2,6,0,,9
806,16,15,15,10,1,6,0,,6
807,17,17,15,2,2,6,0,,15
808,16,16,14,10,1,6,0,,6
809,18,15,14,8,3,6,0,,10
810,17,15,14,10,2,6,0,,7
811,17,17,13,8,2,6,0,,9
812,17,17,15,3,2,6,0,,14
813,15,14,14,14,0,6,0,,1
814,17,16,13,10,2,6,0,,7
815,15,15,14,13,0,6,0,,2
816,18,14,14,10,3,6,0,,8
817,16,14,14,13,1,6,0,,3
818,16,16,15,9,1,6,0,,7
819,15,15,15,12,0,6,0,,3
820,17,15,15,9,2,6,0,,8
821,16,15,14,12,1,6,0,,4
822,17,16,14,9,2,6,0,,8
823,17,14,13,13,2,6,0,,4
824,18,16,12,10,3,6,0,,8
825,16,16,13,12,1,6,0,,4
826,17,16,16,5,2,6,0,,12
827,16,15,15,11,1,6,0,,5
828,17,17,13,9,2,6,0,,8
829,16,16,14,11,1,6,0,,5
830,18,16,13,9,3,6,0,,9
831,17,15,14,11,2,6,0,,6
832,16,16,16,8,1,6,0,,8
833,17,16,12,12,2,6,0,,5
834,17,16,15,8,2,6,0,,9
835,17,16,13,11,2,6,0,,6
836,18,16,16,0,3,6,0,,18
837,16,16,15,10,1,6,0,,6
838,17,17,14,8,2,6,0,,9
839,17,15,15,10,2,6,0,,7
840,18,16,14,8,3,6,0,,10
841,17,16,14,10,2,6,0,,7
842,15,15,14,14,0,6,0,,1
843,17,17,12,11,2,6,0,,6
844,15,15,15,13,0,6,0,,2
845,18,15,14,10,3,6,0,,8
846,16,15,14,13,1,6,0,,3
847,17,17,13,10,2,6,0,,7
848,18,18,10,10,3,6,0,,8
849,16,16,16,9,1,6,0,,7
850,16,15,15,12,1,6,0,,4
851,17,16,15,9,2,6,0,,8
852,16,16,14,12,1,6,0,,4
853,18,18,13,6,3,6,0,,12
854,17,15,14,12,2,6,0,,5
855,17,17,14,9,2,6,0,,8
856,18,18,12,8,3,6,0,,10
857,18,16,14,9,3,6,0,,9
858,16,16,15,11,1,6,0,,5
859,17,17,16,5,2,6,0,,12
860,17,15,15,11,2,6,0,,6
861,18,16,16,5,3,6,0,,13
862,17,16,14,11,2,6,0,,6
863,18,17,13,9,3,6,0,,9
864,20,16,12,8,5,6,0,,12
865,17,16,16,8,2,6,0,,9
866,17,17,12,12,2,6,0,,5
867,17,17,15,8,2,6,0,,9
868,16,16,16,10,1,6,0,,6
869,18,16,15,8,3,6,0,,10
870,17,16,15,10,2,6,0,,7
871,15,15,15,14,0,6,0,,1
872,18,16,16,6,3,6,0,,12
873,16,15,14,14,1,6,0,,2
874,17,17,14,10,2,6,0,,7
875,16,15,15,13,1,6,0,,3
876,17,17,17,3,2,6,0,,14
877,16,16,14,13,1,6,0,,3
878,18,17,12,11,3,6,0,,7
879,17,15,14,13,2,6,0,,4
880,18,18,14,6,3,6,0,,12
881,16,16,15,12,1,6,0,,4
882,17,16,16,9,2,6,0,,8
883,17,15,15,12,2,6,0,,5
884,17,17,15,9,2,6,0,,8
885,17,16,14,12,2,6,0,,5
886,18,16,15,9,3,6,0,,9
887,18,15,13,13,3,6,0,,5
888,20,16,14,6,5,6,0,,14
889,16,16,16,11,1,6,0,,5
890,18,17,14,9,3,6,0,,9
891,17,16,15,11,2,6,0,,6
892,17,17,17,5,2,6,0,,12
893,18,16,13,12,3,6,0,,6
894,18,17,16,5,3,6,0,,13
895,17,17,14,11,2,6,0,,6
896,24,16,8,0,9,9,1,7,24
897,18,16,14,11,3,9,0,,7
898,17,17,16,8,2,9,0,,9
899,19,15,13,12,4,9,0,,7
900,15,15,15,15,0,9,0,,0
901,17,16,16,10,1,9,0,,7
902,16,15,15,14,0,9,0,,2
903,17,17,15,10,1,9,0,,7
904,16,16,14,14,0,9,0,,2
905,18,16,15,10,2,9,0,,8
906,16,16,15,13,0,9,0,,3
907,19,16,13,11,3,9,0,,8
908,17,15,15,13,1,9,0,,4
909,18,17,14,10,2,9,0,,8
910,17,16,14,13,1,9,0,,4
911,18,17,17,3,2,9,0,,15
912,16,16,16,12,0,9,0,,4
913,18,18,12,11,2,9,0,,7
914,17,16,15,12,1,9,0,,5
915,17,17,16,9,1,9,0,,8
916,17,17,13,13,1,9,0,,4
917,18,16,16,9,2,9,0,,9
918,17,17,14,12,1,9,0,,5
919,18,17,15,9,2,9,0,,9
920,18,16,14,12,2,9,0,,6
921,20,15,14,10,4,9,0,,10
922,17,16,16,11,1,9,0,,6
923,19,16,15,9,3,9,0,,10
924,17,17,15,11,1,9,0,,6
925,18,18,14,9,2,9,0,,9
926,18,16,15,11,2,9,0,,7
927,18,17,17,5,2,9,0,,13
928,20,16,16,4,4,9,0,,16
929,18,18,16,5,2,9,0,,13
930,18,17,14,11,2,9,0,,7
931,16,15,15,15,0,9,0,,1
932,19,15,15,11,3,9,0,,8
933,16,16,15,14,0,9,0,,2
934,17,17,16,10,1,9,0,,7
935,17,15,15,14,1,9,0,,3
936,18,16,16,10,2,9,0,,8
937,16,16,16,13,0,9,0,,3
938,18,17,15,10,2,9,0,,8
939,17,16,15,13,1,9,0,,4
940,18,18,16,6,2,9,0,,12
941,18,15,14,14,2,9,0,,4
942,19,16,15,10,3,9,0,,9
943,17,17,14,13,1,9,0,,4
944,18,18,14,10,2,9,0,,8
945,17,16,16,12,1,9,0,,5
946,18,18,17,3,2,9,0,,15
947,17,17,15,12,1,9,0,,5
948,17,17,17,9,1,9,0,,8
949,18,16,15,12,2,9,0,,6
950,18,17,16,9,2,9,0,,9
951,18,17,13,13,2,9,0,,5
952,20,16,14,10,4,9,0,,10
953,18,17,14,12,2,9,0,,6
954,18,18,15,9,2,9,0,,9
955,17,17,16,11,1,9,0,,6
956,19,17,15,9,3,9,0,,10
957,18,16,16,11,2,9,0,,7
958,20,17,13,10,4,9,0,,10
959,18,17,15,11,2,9,0,,7
960,20,20,12,4,4,9,0,,16
961,18,18,13,12,2,9,0,,6
962,16,16,15,15,0,9,0,,1
963,19,16,15,11,3,9,0,,8
964,16,16,16,14,0,9,0,,2
965,18,18,14,11,2,9,0,,7
966,17,16,15,14,1,9,0,,3
967,17,17,17,10,1,9,0,,7
968,18,18,16,8,2,9,0,,10
969,18,17,16,10,2,9,0,,8
970,17,16,16,13,1,9,0,,4
971,20,15,15,11,4,9,0,,9
972,17,17,15,13,1,9,0,,4
973,18,18,15,10,2,9,0,,8
974,18,16,15,13,2,9,0,,5
975,19,17,15,10,3,9,0,,9
976,18,18,18,2,2,9,0,,16
977,19,18,16,6,3,9,0,,13
978,17,17,16,12,1,9,0,,5
979,19,19,16,1,3,9,0,,18
980,18,16,16,12,2,9,0,,6
981,18,18,18,3,2,9,0,,15
982,18,17,15,12,2,9,0,,6
983,18,17,17,9,2,9,0,,9
984,20,18,14,8,4,9,0,,12
985,18,18,16,9,2,9,0,,9
986,18,18,13,13,2,9,0,,5
987,19,17,16,9,3,9,0,,10
988,17,17,17,11,1,9,0,,6
989,20,18,12,11,4,9,0,,9
990,18,17,16,11,2,9,0,,7
991,19,18,15,9,3,9,0,,10
992,24,16,12,4,8,9,0,,20
993,16,16,16,15,0,9,0,,1
994,18,18,15,11,2,9,0,,7
995,17,16,15,15,1,9,0,,2
996,19,17,15,11,3,9,0,,8
997,17,16,16,14,1,9,0,,3
998,19,18,13,12,3,9,0,,7
999,17,17,15,14,1,9,0,,3
1000,20,20,10,10,4,9,0,,10
1001,18,16,15,14,2,9,0,,4
1002,18,17,17,10,2,9,0,,8
1003,17,17,16,13,1,9,0,,4
1004,18,18,16,10,2,9,0,,8
1005,18,16,16,13,2,9,0,,5
1006,19,17,16,10,3,9,0,,9
1007,18,17,15,13,2,9,0,,5
1008,18,18,18,6,2,9,0,,12
1009,19,16,14,14,3,9,0,,5
1010,19,18,15,10,3,9,0,,9
1011,17,17,17,12,1,9,0,,5
1012,19,19,13,11,3,9,0,,8
1013,18,17,16,12,2,9,0,,6
1014,19,19,16,6,3,9,0,,13
1015,19,17,14,13,3,9,0,,6
1016,20,18,16,6,4,9,0,,14
1017,18,18,15,12,2,9,0,,6
1018,18,18,17,9,2,9,0,,9
1019,19,17,15,12,3,9,0,,7
1020,19,17,17,9,3,9,0,,10
1021,18,18,18,7,2,9,0,,11
1022,19,18,16,9,3,9,0,,10
1023,18,17,17,11,2,9,0,,7
1024,16,16,16,16,0,9,0,,0
1025,18,18,16,11,1,9,0,,7
1026,17,16,16,15,0,9,0,,2
1027,19,17,16,11,2,9,0,,8
1028,17,17,15,15,0,9,0,,2
1029,20,17,14,12,3,9,0,,8
1030,17,17,16,14,0,9,0,,3
1031,19,18,15,11,2,9,0,,8
1032,18,16,16,14,1,9,0,,4
1033,20,16,16,11,3,9,0,,9
1034,18,17,15,14,1,9,0,,4
1035,19,19,13,12,2,9,0,,7
1036,17,17,17,13,0,9,0,,4
1037,18,18,17,10,1,9,0,,8
1038,18,17,16,13,1,9,0,,5
1039,19,17,17,10,2,9,0,,9
1040,18,18,14,14,1,9,0,,4
1041,19,18,16,10,2,9,0,,9
1042,18,18,15,13,1,9,0,,5
1043,21,16,15,11,4,9,0,,10
1044,19,17,15,13,2,9,0,,6
1045,19,18,18,6,2,9,0,,13
1046,18,17,17,12,1,9,0,,6
1047,19,19,15,10,2,9,0,,9
1048,18,18,16,12,1,9,0,,6
1049,20,18,15,10,3,9,0,,10
1050,19,17,16,12,2,9,0,,7
1051,20,19,13,11,3,9,0,,9
1052,20,18,18,2,3,9,0,,18
1053,18,18,18,9,1,9,0,,9
1054,19,18,15,12,2,9,0,,7
1055,19,18,17,9,2,9,0,,10
1056,20,16,16,12,3,9,0,,8
1057,17,16,16,16,0,9,0,,1
1058,18,18,17,11,1,9,0,,7
1059,17,17,16,15,0,9,0,,2
1060,19,17,17,11,2,9,0,,8
1061,18,16,16,15,1,9,0,,3
1062,19,18,16,11,2,9,0,,8
1063,17,17,17,14,0,9,0,,3
1064,20,18,14,12,3,9,0,,8
1065,18,17,16,14,1,9,0,,4
1066,20,17,16,11,3,9,0,,9
1067,19,16,15,15,2,9,0,,4
1068,19,19,15,11,2,9,0,,8
1069,18,18,15,14,1,9,0,,4
1070,20,18,15,11,3,9,0,,9
1071,18,17,17,13,1,9,0,,5
1072,18,18,18,10,1,9,0,,8
1073,18,18,16,13,1,9,0,,5
1074,19,18,17,10,2,9,0,,9
1075,19,17,16,13,2,9,0,,6
1076,21,17,15,11,4,9,0,,10
1077,19,18,14,14,2,9,0,,5
1078,19,19,16,10,2,9,0,,9
1079,19,18,15,13,2,9,0,,6
1080,20,18,16,10,3,9,0,,10
1081,18,18,17,12,1,9,0,,6
1082,19,19,18,6,2,9,0,,13
1083,19,17,17,12,2,9,0,,7
1084,19,19,19,1,2,9,0,,18
1085,19,18,16,12,2,9,0,,7
1086,20,19,15,10,3,9,0,,10
1087,19,19,14,13,2,9,0,,6
1088,20,20,12,12,3,9,0,,8
1089,20,17,16,12,3,9,0,,8
1090,17,17,16,16,0,9,0,,1
1091,19,19,15,12,2,9,0,,7
1092,17,17,17,15,0,9,0,,2
1093,18,18,18,11,1,9,0,,7
1094,18,17,16,15,1,9,0,,3
1095,19,18,17,11,2,9,0,,8
1096,20,20,14,10,3,9,0,,10
1097,20,18,18,7,3,9,0,,13
1098,18,17,17,14,1,9,0,,4
1099,19,19,16,11,2,9,0,,8
1100,18,18,16,14,1,9,0,,4
1101,20,18,16,11,3,9,0,,9
1102,19,17,16,14,2,9,0,,5
1103,21,18,13,13,4,9,0,,8
1104,22,18,14,10,5,9,0,,12
1105,20,20,16,7,3,9,0,,13
1106,18,18,17,13,1,9,0,,5
1107,20,19,15,11,3,9,0,,9
1108,19,17,17,13,2,9,0,,6
1109,19,18,18,10,2,9,0,,9
1110,19,18,16,13,2,9,0,,6
1111,19,19,17,10,2,9,0,,9
1112,20,18,18,8,3,9,0,,12
1113,20,18,17,10,3,9,0,,10
1114,19,19,14,14,2,9,0,,5
1115,21,19,13,12,4,9,0,,9
1116,18,18,18,12,1,9,0,,6
1117,20,19,16,10,3,9,0,,10
1118,19,18,17,12,2,9,0,,7
1119,19,19,19,6,2,9,0,,13
1120,20,20,16,8,3,9,0,,12
1121,20,19,18,6,3,9,0,,14
1122,19,19,16,12,2,9,0,,7
1123,17,17,17,16,0,9,0,,1
1124,20,18,16,12,3,9,0,,8
1125,18,17,16,16,1,9,0,,2
1126,20,19,14,13,3,9,0,,7
1127,18,17,17,15,1,9,0,,3
1128,20,20,18,2,3,9,0,,18
1129,18,18,16,15,1,9,0,,3
1130,19,18,18,11,2,9,0,,8
1131,19,17,16,15,2,9,0,,4
1132,19,19,17,11,2,9,0,,8
1133,18,18,17,14,1,9,0,,4
1134,20,18,17,11,3,9,0,,9
1135,19,17,17,14,2,9,0,,5
1136,22,18,18,2,5,9,0,,20
1137,19,18,16,14,2,9,0,,5
1138,20,19,16,11,3,9,0,,9
1139,20,17,15,15,3,9,0,,5
1140,20,20,14,12,3,9,0,,8
1141,18,18,18,13,1,9,0,,5
1142,21,18,16,11,4,9,0,,10
1143,19,18,17,13,2,9,0,,6
1144,22,20,14,8,5,9,0,,14
1145,20,18,15,14,3,9,0,,6
1146,19,19,18,10,2,9,0,,9
1147,19,19,16,13,2,9,0,,6
1148,20,18,18,10,3,9,0,,10
1149,20,18,16,13,3,9,0,,7
1150,20,19,17,10,3,9,0,,10
1151,21,17,15,14,4,9,0,,7
1152,24,16,16,8,7,9,0,,16
1153,19,18,18,12,2,9,0,,7
1154,21,18,17,10,4,9,0,,11
1155,19,19,17,12,2,9,0,,7
1156,17,17,17,17,0,9,0,,0
1157,20,18,17,12,2,9,0,,8
1158,18,17,17,16,0,9,0,,2
1159,21,18,15,13,3,9,0,,8
1160,18,18,16,16,0,9,0,,2
1161,20,19,16,12,2,9,0,,8
1162,18,18,17,15,0,9,0,,3
1163,21,17,17,12,3,9,0,,9
1164,19,17,17,15,1,9,0,,4
1165,20,20,14,13,2,9,0,,7
1166,19,18,16,15,1,9,0,,4
1167,19,19,18,11,1,9,0,,8
1168,18,18,18,14,0,9,0,,4
1169,20,18,18,11,2,9,0,,9
1170,19,18,17,14,1,9,0,,5
1171,20,19,17,11,2,9,0,,9
1172,19,19,15,15,1,9,0,,4
1173,20,20,18,7,2,9,0,,13
1174,19,19,16,14,1,9,0,,5
1175,21,18,17,11,3,9,0,,10
1176,20,18,16,14,2,9,0,,6
1177,20,20,16,11,2,9,0,,9
1178,19,18,18,13,1,9,0,,6
1179,21,19,16,11,3,9,0,,10
1180,19,19,17,13,1,9,0,,6
1181,21,20,14,12,3,9,0,,9
1182,20,18,17,13,2,9,0,,7
1183,19,19,19,10,1,9,0,,9
1184,24,20,12,8,6,9,0,,16
1185,20,19,18,10,2,9,0,,10
1186,20,19,16,13,2,9,0,,7
1187,21,20,15,11,3,9,0,,10
1188,20,20,18,8,2,9,0,,12
1189,20,20,17,10,2,9,0,,10
1190,19,19,18,12,1,9,0,,7
1191,18,17,17,17,0,9,0,,1
1192,20,18,18,12,2,9,0,,8
1193,18,18,17,16,0,9,0,,2
1194,20,19,17,12,2,9,0,,8
1195,19,17,17,16,1,9,0,,3
1196,21,19,15,13,3,9,0,,8
1197,18,18,18,15,0,9,0,,3
1198,21,18,17,12,3,9,0,,9
1199,19,18,17,15,1,9,0,,4
1200,20,20,16,12,2,9,0,,8
1201,20,17,16,16,2,9,0,,4
1202,21,19,16,12,3,9,0,,9
1203,19,19,16,15,1,9,0,,4
1204,19,19,19,11,1,9,0,,8
1205,19,18,18,14,1,9,0,,5
1206,20,19,18,11,2,9,0,,9
1207,19,19,17,14,1,9,0,,5
1208,22,18,16,12,4,9,0,,10
1209,20,18,17,14,2,9,0,,6
1210,20,20,17,11,2,9,0,,9
1211,20,19,15,15,2,9,0,,5
1212,21,19,17,11,3,9,0,,10
1213,20,19,16,14,2,9,0,,6
1214,21,20,18,7,3,9,0,,14
1215,19,19,18,13,1,9,0,,6
1216,20,20,20,4,2,9,0,,16
1217,20,18,18,13,2,9,0,,7
1218,21,20,16,11,3,9,0,,10
1219,20,19,17,13,2,9,0,,7
1220,21,21,13,13,3,9,0,,8
1221,20,20,15,14,2,9,0,,6
1222,20,19,19,10,2,9,0,,10
1223,21,18,17,13,3,9,0,,8
1224,20,20,18,10,2,9,0,,10
1225,20,20,16,13,2,9,0,,7
1226,18,18,17,17,0,9,0,,1
1227,19,19,19,12,1,9,0,,7
1228,18,18,18,16,0,9,0,,2
1229,20,19,18,12,2,9,0,,8
1230,19,18,17,16,1,9,0,,3
1231,21,21,18,5,3,9,0,,16
1232,22,18,18,10,4,9,0,,12
1233,20,20,17,12,2,9,0,,8
1234,19,18,18,15,1,9,0,,4
1235,21,19,17,12,3,9,0,,9
1236,19,19,17,15,1,9,0,,4
1237,22,19,14,14,4,9,0,,8
1238,20,18,17,15,2,9,0,,5
1239,22,19,15,13,4,9,0,,9
1240,22,20,16,10,4,9,0,,12
1241,21,20,16,12,3,9,0,,9
1242,19,19,18,14,1,9,0,,5
1243,20,19,19,11,2,9,0,,9
1244,20,18,18,14,2,9,0,,6
1245,20,20,18,11,2,9,0,,9
1246,20,19,17,14,2,9,0,,6
1247,21,19,18,11,3,9,0,,10
1248,24,20,16,4,6,9,0,,20
1249,20,20,20,7,2,9,0,,13
1250,20,20,15,15,2,9,0,,5
1251,21,20,17,11,3,9,0,,10
1252,19,19,19,13,1,9,0,,6
1253,22,18,18,11,4,9,0,,11
1254,20,19,18,13,2,9,0,,7
1255,21,21,18,7,3,9,0,,14
1256,22,22,12,12,4,9,0,,10
1257,21,20,20,4,3,9,0,,17
1258,20,20,17,13,2,9,0,,7
1259,21,21,16,11,3,9,0,,10
1260,21,19,17,13,3,9,0,,8
1261,18,18,18,17,0,9,0,,1
1262,21,20,15,14,3,9,0,,7
1263,19,18,17,17,1,9,0,,2
1264,20,20,20,8,2,9,0,,12
1265,19,18,18,16,1,9,0,,3
1266,20,19,19,12,2,9,0,,8
1267,19,19,17,16,1,9,0,,3
1268,20,20,18,12,2,9,0,,8
1269,20,18,17,16,2,9,0,,4
1270,21,19,18,12,3,9,0,,9
1271,19,19,18,15,1,9,0,,4
1272,22,20,18,8,4,9,0,,14
1273,20,18,18,15,2,9,0,,5
1274,21,20,17,12,3,9,0,,9
1275,20,19,17,15,2,9,0,,5
1276,21,21,15,13,3,9,0,,8
1277,21,18,16,16,3,9,0,,5
1278,22,19,17,12,4,9,0,,10
1279,19,19,19,14,1,9,0,,5
1280,24,24,8,8,6,9,0,,16
1281,20,19,18,14,2,9,0,,6
1282,20,20,19,11,2,9,0,,9
1283,21,19,16,15,3,9,0,,6
1284,21,19,19,11,3,9,0,,10
1285,20,20,17,14,2,9,0,,6
1286,21,20,18,11,3,9,0,,10
1287,21,19,17,14,3,9,0,,7
1288,22,20,20,2,4,9,0,,20
1289,22,18,16,15,4,9,0,,7
1290,21,20,20,7,3,9,0,,14
1291,20,19,19,13,2,9,0,,7
1292,21,21,17,11,3,9,0,,10
1293,20,20,18,13,2,9,0,,7
1294,22,20,17,11,4,9,0,,11
1295,21,19,18,13,3,9,0,,8
1296,18,18,18,18,0,9,0,,0
1297,22,19,16,14,3,9,0,,8
1298,19,18,18,17,0,9,0,,2
1299,21,20,17,13,2,9,0,,8
1300,19,19,17,17,0,9,0,,2
1301,22,18,18,13,3,9,0,,9
1302,19,19,18,16,0,9,0,,3
1303,21,21,15,14,2,9,0,,7
1304,20,18,18,16,1,9,0,,4
1305,20,20,19,12,1,9,0,,8
1306,20,19,17,16,1,9,0,,4
1307,21,19,19,12,2,9,0,,9
1308,19,19,19,15,0,9,0,,4
1309,21,20,18,12,2,9,0,,9
1310,20,19,18,15,1,9,0,,5
1311,22,21,19,5,3,9,0,,17
1312,20,20,16,16,1,9,0,,4
1313,22,19,18,12,3,9,0,,10
1314,20,20,17,15,1,9,0,,5
1315,21,21,17,12,2,9,0,,9
1316,21,19,17,15,2,9,0,,6
1317,22,20,17,12,3,9,0,,10
1318,20,19,19,14,1,9,0,,6
1319,22,21,15,13,3,9,0,,9
1320,20,20,18,14,1,9,0,,6
1321,20,20,20,11,1,9,0,,9
1322,21,19,18,14,2,9,0,,7
1323,21,20,19,11,2,9,0,,10
1324,21,21,19,9,2,9,0,,12
1325,22,21,16,12,3,9,0,,10
1326,21,20,17,14,2,9,0,,7
1327,21,21,18,11,2,9,0,,10
1328,22,18,18,14,3,9,0,,8
1329,22,20,18,11,3,9,0,,11
1330,20,20,19,13,1,9,0,,7
1331,21,21,20,7,2,9,0,,14
1332,21,19,19,13,2,9,0,,8
1333,19,18,18,18,0,9,0,,1
1334,21,20,18,13,2,9,0,,8
1335,19,19,18,17,0,9,0,,2
1336,22,20,16,14,3,9,0,,8
1337,20,18,18,17,1,9,0,,3
1338,22,19,18,13,3,9,0,,9
1339,19,19,19,16,0,9,0,,3
1340,21,21,17,13,2,9,0,,8
1341,20,19,18,16,1,9,0,,4
1342,22,20,17,13,3,9,0,,9
1343,21,18,17,17,2,9,0,,4
1344,20,20,20,12,1,9,0,,8
1345,20,20,17,16,1,9,0,,4
1346,21,20,19,12,2,9,0,,9
1347,20,19,19,15,1,9,0,,5
1348,21,21,21,5,2,9,0,,16
1349,20,20,18,15,1,9,0,,5
1350,21,21,18,12,2,9,0,,9
1351,21,19,18,15,2,9,0,,6
1352,22,20,18,12,3,9,0,,10
1353,21,20,16,16,2,9,0,,5
1354,22,22,19,5,3,9,0,,17
1355,21,20,17,15,2,9,0,,6
1356,22,22,18,8,3,9,0,,14
1357,20,20,19,14,1,9,0,,6
1358,22,21,17,12,3,9,0,,10
1359,21,19,19,14,2,9,0,,7
1360,22,22,14,14,3,9,0,,8
1361,21,20,18,14,2,9,0,,7
1362,21,20,20,11,2,9,0,,10
1363,21,21,16,15,2,9,0,,6
1364,21,21,19,11,2,9,0,,10
1365,22,19,18,14,3,9,0,,8
1366,22,20,19,11,3,9,0,,11
1367,21,21,17,14,2,9,0,,7
1368,22,22,16,12,3,9,0,,10
